P-PDG,P-TPT,T-TPT,P-MON-CKP,T-JUS-CKP,class,action,well
1.0,0.2523369,-0.9373094,0.81807685,-0.9222564,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180766,-0.9222564,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180766,-0.92225665,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.81807566,-0.9222574,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.81807566,-0.9222576,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180754,-0.92225796,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180754,-0.9222582,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180749,-0.9222584,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180749,-0.9222584,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.81807464,-0.9222588,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.81807464,-0.922259,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180744,-0.922259,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180744,-0.92225915,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180744,-0.92225915,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.81807417,-0.92225915,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180739,-0.92225933,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180739,-0.92225975,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180732,-0.9222605,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.818073,-0.9222605,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.818073,-0.9222605,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.818073,-0.9222605,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.818073,-0.9222607,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.818073,-0.92226094,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.81807274,-0.9222611,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.81807274,-0.9222611,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.81807226,-0.9222613,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.81807226,-0.9222617,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.81807196,-0.9222617,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180717,-0.9222619,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180715,-0.9222623,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180715,-0.9222625,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180715,-0.9222625,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.818071,-0.9222629,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.818071,-0.9222629,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.818071,-0.9222629,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.81807053,-0.92226344,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180703,-0.9222637,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180703,-0.9222637,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180703,-0.9222637,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180696,-0.92226446,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180696,-0.92226464,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.81806934,-0.9222648,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.81806934,-0.9222648,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180688,-0.92226523,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180683,-0.9222656,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180683,-0.9222658,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180683,-0.922266,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180683,-0.922266,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180681,-0.922266,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180681,-0.9222662,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180676,-0.9222668,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180676,-0.9222668,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180674,-0.92226696,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180669,-0.9222674,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180669,-0.9222674,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180662,-0.92226815,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180659,-0.92226857,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180659,-0.92226875,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180654,-0.9222691,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180654,-0.92226934,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.81806517,-0.92226934,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.81806517,-0.9222695,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180649,-0.92226994,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.81806445,-0.9222701,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.81806445,-0.9222703,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180642,-0.9222705,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.818064,-0.9222709,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.81806374,-0.9222713,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180635,-0.9222715,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.81806326,-0.92227167,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.81806296,-0.92227185,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.81806296,-0.92227185,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.81806296,-0.92227185,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180627,-0.92227244,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180625,-0.92227244,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.81806225,-0.9222727,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.818062,-0.92227304,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.818062,-0.92227304,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.81806177,-0.92227346,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180613,-0.9222738,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180608,-0.92227423,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.81806034,-0.922275,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180598,-0.92227536,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180598,-0.92227536,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180598,-0.9222756,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180598,-0.9222756,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180598,-0.9222756,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.81805956,-0.9222758,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.81805956,-0.9222758,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.81805956,-0.92227596,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180593,-0.9222762,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180591,-0.9222764,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.81805885,-0.92227674,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180586,-0.92227674,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180586,-0.92227674,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180579,-0.92227775,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180574,-0.9222781,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180569,-0.9222787,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.81805664,-0.9222789,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180564,-0.9222793,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180564,-0.9222793,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.81805617,-0.9222795,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.8180559,-0.9222801,0,0,WELL-00001
1.0,0.2523369,-0.9373094,0.81805545,-0.9222805,0,0,WELL-00001
1.0,0.25246805,-0.9373094,0.8180552,-0.92228067,0,0,WELL-00001
1.0,0.2526492,-0.9373094,0.818055,-0.92228085,0,0,WELL-00001
1.0,0.25278038,-0.9373094,0.818055,-0.92228085,0,0,WELL-00001
1.0,0.25327072,-0.9373094,0.818055,-0.9222811,0,0,WELL-00001
1.0,0.25349244,-0.9373094,0.81805474,-0.92228127,0,0,WELL-00001
1.0,0.25376102,-0.9374699,0.81805474,-0.92228127,0,0,WELL-00001
1.0,0.2547823,-0.938995,0.81805426,-0.92228186,0,0,WELL-00001
1.0,0.25554124,-0.9401991,0.81805396,-0.9222822,0,0,WELL-00001
1.0,0.25598472,-0.9408412,0.8180537,-0.92228246,0,0,WELL-00001
1.0,0.25696537,-0.94236636,0.8180535,-0.9222828,0,0,WELL-00001
1.0,0.25745258,-0.94308877,0.81805325,-0.922283,0,0,WELL-00001
1.0,0.2577649,-0.9435704,0.818053,-0.922283,0,0,WELL-00001
1.0,0.25798663,-0.94397175,0.81805277,-0.92228323,0,0,WELL-00001
1.0,0.2582115,-0.94429284,0.81805277,-0.9222834,0,0,WELL-00001
1.0,0.25838953,-0.94453365,0.81805277,-0.9222834,0,0,WELL-00001
1.0,0.25854567,-0.94485474,0.81805277,-0.9222836,0,0,WELL-00001
1.0,0.25842077,-0.94533634,0.81805253,-0.9222838,0,0,WELL-00001
1.0,0.2583989,-0.94533634,0.81805253,-0.9222838,0,0,WELL-00001
1.0,0.25825524,-0.94581795,0.81805253,-0.9222838,0,0,WELL-00001
1.0,0.25794291,-0.94686145,0.81805205,-0.9222842,0,0,WELL-00001
1.0,0.25779924,-0.94734305,0.81805205,-0.92228436,0,0,WELL-00001
1.0,0.2577368,-0.94758385,0.81805205,-0.92228436,0,0,WELL-00001
1.0,0.25769305,-0.94766414,0.81805205,-0.92228436,0,0,WELL-00001
1.0,0.25746506,-0.94846684,0.8180518,-0.9222846,0,0,WELL-00001
1.0,0.2571746,-0.9493498,0.81805134,-0.92228496,0,0,WELL-00001
1.0,0.25698724,-0.949992,0.81805134,-0.92228514,0,0,WELL-00001
1.0,0.2567405,-0.9507947,0.8180511,-0.9222854,0,0,WELL-00001
1.0,0.25665617,-0.9511157,0.8180511,-0.92228556,0,0,WELL-00001
1.0,0.25649065,-0.9515974,0.8180508,-0.92228556,0,0,WELL-00001
1.0,0.256322,-0.9521592,0.81805056,-0.92228574,0,0,WELL-00001
1.0,0.25605342,-0.9530422,0.8180503,-0.92228615,0,0,WELL-00001
1.0,0.25590974,-0.9535238,0.8180503,-0.92228615,0,0,WELL-00001
1.0,0.25586602,-0.9536844,0.8180503,-0.92228615,0,0,WELL-00001
1.0,0.25576296,-0.9540055,0.8180503,-0.92228633,0,0,WELL-00001
1.0,0.2556162,-0.9544871,0.8180501,-0.9222865,0,0,WELL-00001
1.0,0.2553882,-0.9552898,0.81804985,-0.92228675,0,0,WELL-00001
1.0,0.25536945,-0.9552898,0.81804985,-0.92228675,0,0,WELL-00001
1.0,0.25522268,-0.9557714,0.8180496,-0.9222869,0,0,WELL-00001
1.0,0.25513834,-0.9560925,0.8180496,-0.9222869,0,0,WELL-00001
1.0,0.2551196,-0.9560925,0.8180496,-0.9222869,0,0,WELL-00001
1.0,0.25495407,-0.95665437,0.8180496,-0.9222871,0,0,WELL-00001
1.0,0.2548073,-0.957136,0.8180494,-0.92228734,0,0,WELL-00001
1.0,0.25449497,-0.9581795,0.81804913,-0.9222875,0,0,WELL-00001
1.0,0.2543919,-0.95850056,0.8180489,-0.9222877,0,0,WELL-00001
1.0,0.2543076,-0.95882165,0.8180489,-0.9222877,0,0,WELL-00001
1.0,0.25395468,-0.95994544,0.81804866,-0.9222881,0,0,WELL-00001
1.0,0.25370795,-0.96074814,0.8180484,-0.9222883,0,0,WELL-00001
1.0,0.25304273,-0.9629154,0.8180479,-0.9222891,0,0,WELL-00001
1.0,0.25285533,-0.96355754,0.81804764,-0.92228925,0,0,WELL-00001
1.0,0.252543,-0.96460104,0.81804717,-0.9222895,0,0,WELL-00001
1.0,0.25239936,-0.9650827,0.81804717,-0.92228967,0,0,WELL-00001
1.0,0.25243995,-0.9653235,0.81804717,-0.92228985,0,0,WELL-00001
1.0,0.25285533,-0.96564454,0.81804717,-0.92228985,0,0,WELL-00001
1.0,0.2542045,-0.9665275,0.8180469,-0.92229,0,0,WELL-00001
1.0,0.25524452,-0.9671697,0.8180467,-0.92229027,0,0,WELL-00001
1.0,0.2559691,-0.9676513,0.81804645,-0.92229044,0,0,WELL-00001
1.0,0.25711218,-0.9683737,0.81804645,-0.9222906,0,0,WELL-00001
1.0,0.25721523,-0.968454,0.81804645,-0.9222906,0,0,WELL-00001
1.0,0.25742447,-0.9686145,0.81804645,-0.9222906,0,0,WELL-00001
1.0,0.25752753,-0.9686948,0.8180462,-0.92229086,0,0,WELL-00001
1.0,0.25783986,-0.9670894,0.8180462,-0.92229086,0,0,WELL-00001
1.0,0.25794291,-0.9666078,0.8180462,-0.92229086,0,0,WELL-00001
1.0,0.25846136,-0.9629154,0.818046,-0.92229104,0,0,WELL-00001
1.0,0.25680298,-0.9545674,0.81804574,-0.9222912,0,0,WELL-00001
1.0,0.2560753,-0.9508749,0.81804574,-0.9222914,0,0,WELL-00001
1.0,0.2559691,-0.9503933,0.81804574,-0.9222914,0,0,WELL-00001
1.0,0.2538922,-0.9399583,0.81804526,-0.9222918,0,0,WELL-00001
1.0,0.25275227,-0.9400385,0.81804496,-0.92229223,0,0,WELL-00001
1.0,0.2523369,-0.94445336,0.81804496,-0.9222924,0,0,WELL-00001
1.0,0.2523369,-0.9597046,0.81804425,-0.9222932,0,0,WELL-00001
1.0,0.2523369,-0.96106917,0.818044,-0.9222932,0,0,WELL-00001
1.0,0.2523369,-0.9637181,0.818044,-0.9222932,0,0,WELL-00001
1.0,0.2523369,-0.9646813,0.818044,-0.9222932,0,0,WELL-00001
1.0,0.2523369,-0.9647616,0.81804353,-0.9222938,0,0,WELL-00001
1.0,0.2523369,-0.9645208,0.81804353,-0.9222938,0,0,WELL-00001
1.0,0.2523369,-0.96139026,0.8180433,-0.92229396,0,0,WELL-00001
1.0,0.2523369,-0.96058756,0.8180433,-0.92229414,0,0,WELL-00001
1.0,0.2523369,-0.9579387,0.8180433,-0.9222944,0,0,WELL-00001
1.0,0.2523369,-0.95769787,0.81804305,-0.9222944,0,0,WELL-00001
1.0,0.2523369,-0.95537007,0.81804305,-0.92229456,0,0,WELL-00001
1.0,0.2523369,-0.9545674,0.8180428,-0.92229456,0,0,WELL-00001
1.0,0.2523369,-0.9543265,0.8180428,-0.92229456,0,0,WELL-00001
1.0,0.2523369,-0.9498314,0.8180426,-0.92229515,0,0,WELL-00001
1.0,0.2523369,-0.9483063,0.8180426,-0.92229515,0,0,WELL-00001
1.0,0.2523369,-0.94517577,0.81804234,-0.92229533,0,0,WELL-00001
1.0,0.2523369,-0.9433296,0.8180421,-0.9222955,0,0,WELL-00001
1.0,0.2523369,-0.9412426,0.8180418,-0.92229575,0,0,WELL-00001
1.0,0.2523369,-0.9387542,0.81804156,-0.9222963,0,0,WELL-00001
1.0,0.2523369,-0.9389148,0.81804156,-0.9222963,0,0,WELL-00001
1.0,0.2523369,-0.9393964,0.8180413,-0.9222963,0,0,WELL-00001
1.0,0.2523369,-0.94373095,0.81804085,-0.9222969,0,0,WELL-00001
1.0,0.2523369,-0.94814575,0.81804013,-0.92229766,0,0,WELL-00001
1.0,0.2523369,-0.94838655,0.81804013,-0.92229766,0,0,WELL-00001
1.0,0.2523369,-0.9488682,0.81804013,-0.9222979,0,0,WELL-00001
1.0,0.2523369,-0.9536041,0.8180394,-0.92229867,0,0,WELL-00001
1.0,0.2523369,-0.9573768,0.81803864,-0.92229927,0,0,WELL-00001
1.0,0.2523369,-0.95825976,0.81803864,-0.92229944,0,0,WELL-00001
1.0,0.2523369,-0.95914274,0.81803864,-0.92229944,0,0,WELL-00001
1.0,0.2523369,-0.96090865,0.8180384,-0.9222996,0,0,WELL-00001
1.0,0.2523369,-0.96203244,0.81803817,-0.92230004,0,0,WELL-00001
1.0,0.2523369,-0.96267456,0.8180379,-0.92230004,0,0,WELL-00001
1.0,0.2523369,-0.9629154,0.8180379,-0.92230004,0,0,WELL-00001
1.0,0.2523369,-0.96331674,0.8180379,-0.92230004,0,0,WELL-00001
1.0,0.2523369,-0.96387863,0.8180379,-0.9223002,0,0,WELL-00001
1.0,0.2523369,-0.96516293,0.8180379,-0.9223004,0,0,WELL-00001
1.0,0.2523369,-0.966367,0.8180377,-0.92230064,0,0,WELL-00001
1.0,0.2523369,-0.9676513,0.818037,-0.922301,0,0,WELL-00001
1.0,0.2523369,-0.9636378,0.818037,-0.9223014,0,0,WELL-00001
1.0,0.2523369,-0.956253,0.81803626,-0.922302,0,0,WELL-00001
1.0,0.2523369,-0.9547279,0.81803626,-0.922302,0,0,WELL-00001
1.0,0.2523369,-0.9531225,0.81803626,-0.9223022,0,0,WELL-00001
1.0,0.2523369,-0.94814575,0.8180357,-0.92230254,0,0,WELL-00001
1.0,0.2523369,-0.94573766,0.8180355,-0.9223028,0,0,WELL-00001
1.0,0.2523369,-0.94445336,0.8180355,-0.9223028,0,0,WELL-00001
1.0,0.2523369,-0.94236636,0.8180355,-0.92230314,0,0,WELL-00001
1.0,0.2523369,-0.9507144,0.81803477,-0.9223039,0,0,WELL-00001
1.0,0.2523369,-0.9542463,0.8180345,-0.92230415,0,0,WELL-00001
1.0,0.2523369,-0.9666078,0.81803405,-0.9223045,0,0,WELL-00001
1.0,0.2523369,-0.9681329,0.81803405,-0.9223045,0,0,WELL-00001
1.0,0.2523369,-0.9682935,0.81803405,-0.92230475,0,0,WELL-00001
1.0,0.2523369,-0.9674105,0.8180338,-0.9223049,0,0,WELL-00001
1.0,0.2523369,-0.9645208,0.81803334,-0.9223053,0,0,WELL-00001
1.0,0.2523369,-0.95938355,0.81803256,-0.9223063,0,0,WELL-00001
1.0,0.2523369,-0.9556911,0.8180321,-0.9223069,0,0,WELL-00001
1.0,0.2523369,-0.953283,0.8180316,-0.92230725,0,0,WELL-00001
1.0,0.2523369,-0.9509552,0.8180314,-0.92230767,0,0,WELL-00001
1.0,0.2523369,-0.94798523,0.8180309,-0.922308,0,0,WELL-00001
1.0,0.2523369,-0.94742334,0.8180309,-0.92230827,0,0,WELL-00001
1.0,0.2523369,-0.94686145,0.8180309,-0.92230827,0,0,WELL-00001
1.0,0.2523369,-0.94477445,0.8180304,-0.9223086,0,0,WELL-00001
1.0,0.2523369,-0.9446139,0.8180304,-0.9223086,0,0,WELL-00001
1.0,0.2523369,-0.94397175,0.8180304,-0.9223088,0,0,WELL-00001
1.0,0.2523369,-0.94365066,0.8180302,-0.9223088,0,0,WELL-00001
1.0,0.2523369,-0.9430085,0.8180302,-0.9223088,0,0,WELL-00001
1.0,0.2523369,-0.9422058,0.8180299,-0.92230904,0,0,WELL-00001
1.0,0.2523369,-0.94076097,0.8180299,-0.9223092,0,0,WELL-00001
1.0,0.2523369,-0.938995,0.81802964,-0.92230964,0,0,WELL-00001
1.0,0.2523369,-0.9378712,0.81802917,-0.9223098,0,0,WELL-00001
1.0,0.2523369,-0.9414834,0.81802917,-0.92231,0,0,WELL-00001
1.0,0.2523369,-0.94308877,0.81802917,-0.9223102,0,0,WELL-00001
1.0,0.2523369,-0.94413227,0.81802917,-0.9223102,0,0,WELL-00001
1.0,0.2523369,-0.9503933,0.8180289,-0.9223104,0,0,WELL-00001
1.0,0.2523369,-0.9519184,0.8180289,-0.9223104,0,0,WELL-00001
1.0,0.2523369,-0.95874137,0.81802845,-0.92231077,0,0,WELL-00001
1.0,0.2523369,-0.95930326,0.81802845,-0.92231077,0,0,WELL-00001
1.0,0.2523369,-0.96082836,0.81802845,-0.92231077,0,0,WELL-00001
1.0,0.2523369,-0.96187186,0.81802845,-0.92231077,0,0,WELL-00001
1.0,0.2523369,-0.9655643,0.81802845,-0.92231095,0,0,WELL-00001
1.0,0.2523369,-0.9660459,0.81802845,-0.92231095,0,0,WELL-00001
1.0,0.2523369,-0.9683737,0.8180282,-0.9223112,0,0,WELL-00001
1.0,0.2523369,-0.9652432,0.818028,-0.92231137,0,0,WELL-00001
1.0,0.2523369,-0.96243376,0.81802773,-0.92231154,0,0,WELL-00001
1.0,0.2523369,-0.95954406,0.81802773,-0.9223118,0,0,WELL-00001
1.0,0.2523369,-0.952962,0.81802726,-0.9223123,0,0,WELL-00001
1.0,0.2523369,-0.9477444,0.818027,-0.92231274,0,0,WELL-00001
1.0,0.2523369,-0.9454166,0.8180267,-0.9223129,0,0,WELL-00001
1.0,0.2523369,-0.94413227,0.8180265,-0.9223129,0,0,WELL-00001
1.0,0.2523369,-0.9383529,0.818026,-0.9223135,0,0,WELL-00001
1.0,0.2523369,-0.9393964,0.818026,-0.9223137,0,0,WELL-00001
1.0,0.2523369,-0.9487879,0.81802577,-0.9223139,0,0,WELL-00001
1.0,0.2523369,-0.9551292,0.8180253,-0.9223143,0,0,WELL-00001
1.0,0.2523369,-0.95930326,0.8180253,-0.9223145,0,0,WELL-00001
1.0,0.2523369,-0.96187186,0.8180253,-0.9223145,0,0,WELL-00001
1.0,0.2523369,-0.9686948,0.81802505,-0.9223147,0,0,WELL-00001
1.0,0.2523369,-0.9650024,0.8180248,-0.9223149,0,0,WELL-00001
1.0,0.2523369,-0.96139026,0.8180246,-0.92231506,0,0,WELL-00001
1.0,0.2523369,-0.952962,0.8180246,-0.9223155,0,0,WELL-00001
1.0,0.2523369,-0.94413227,0.8180238,-0.92231643,0,0,WELL-00001
1.0,0.2523369,-0.9493498,0.81802356,-0.92231643,0,0,WELL-00001
1.0,0.2523369,-0.9503933,0.8180233,-0.92231643,0,0,WELL-00001
1.0,0.2523369,-0.9560925,0.8180231,-0.92231685,0,0,WELL-00001
1.0,0.2523369,-0.95769787,0.8180231,-0.92231685,0,0,WELL-00001
1.0,0.2523369,-0.95978487,0.8180231,-0.922317,0,0,WELL-00001
1.0,0.2523369,-0.9670894,0.81802285,-0.9223172,0,0,WELL-00001
1.0,0.2523369,-0.9660459,0.8180226,-0.92231745,0,0,WELL-00001
1.0,0.2523369,-0.9639589,0.8180226,-0.92231745,0,0,WELL-00001
1.0,0.2523369,-0.9519184,0.81802213,-0.92231804,0,0,WELL-00001
1.0,0.2523369,-0.94565743,0.81802213,-0.9223182,0,0,WELL-00001
1.0,0.2523369,-0.9400385,0.8180212,-0.922319,0,0,WELL-00001
1.0,0.2523369,-0.94052017,0.8180212,-0.9223192,0,0,WELL-00001
1.0,0.2523369,-0.9412426,0.8180209,-0.9223194,0,0,WELL-00001
1.0,0.2523369,-0.94188476,0.8180209,-0.9223196,0,0,WELL-00001
1.0,0.2523369,-0.94389147,0.81802064,-0.92231977,0,0,WELL-00001
1.0,0.2523369,-0.94694173,0.8180199,-0.92232054,0,0,WELL-00001
1.0,0.2523369,-0.9472628,0.8180199,-0.92232054,0,0,WELL-00001
1.0,0.2523369,-0.94790494,0.8180199,-0.9223208,0,0,WELL-00001
1.0,0.2523369,-0.9485471,0.8180197,-0.9223208,0,0,WELL-00001
1.0,0.2523369,-0.9507144,0.8180192,-0.9223213,0,0,WELL-00001
1.0,0.2523369,-0.9515171,0.818019,-0.92232156,0,0,WELL-00001
1.0,0.2523369,-0.952079,0.818019,-0.92232156,0,0,WELL-00001
1.0,0.2523369,-0.9521592,0.818019,-0.92232156,0,0,WELL-00001
1.0,0.2523369,-0.9528817,0.818019,-0.92232174,0,0,WELL-00001
1.0,0.2523369,-0.9540857,0.81801873,-0.9223219,0,0,WELL-00001
1.0,0.2523369,-0.9551292,0.8180185,-0.9223221,0,0,WELL-00001
1.0,0.2523369,-0.9570557,0.81801826,-0.9223225,0,0,WELL-00001
1.0,0.2523369,-0.9589019,0.8180177,-0.9223229,0,0,WELL-00001
1.0,0.2523369,-0.95938355,0.8180175,-0.9223231,0,0,WELL-00001
1.0,0.2523369,-0.96018624,0.8180175,-0.9223233,0,0,WELL-00001
1.0,0.2523369,-0.96267456,0.818017,-0.9223237,0,0,WELL-00001
1.0,0.2523369,-0.9665275,0.8180163,-0.9223245,0,0,WELL-00001
1.0,0.2523369,-0.96725,0.8180163,-0.92232466,0,0,WELL-00001
1.0,0.2523369,-0.9686948,0.81801605,-0.92232484,0,0,WELL-00001
1.0,0.2523369,-0.9666078,0.8180158,-0.92232525,0,0,WELL-00001
1.0,0.2523369,-0.96644723,0.8180158,-0.92232525,0,0,WELL-00001
1.0,0.2523369,-0.9662867,0.8180158,-0.92232525,0,0,WELL-00001
1.0,0.2523369,-0.9658051,0.8180156,-0.92232525,0,0,WELL-00001
1.0,0.2523369,-0.9650024,0.8180156,-0.92232543,0,0,WELL-00001
1.0,0.2523369,-0.9637181,0.81801534,-0.92232585,0,0,WELL-00001
1.0,0.2523369,-0.96275485,0.8180151,-0.92232585,0,0,WELL-00001
1.0,0.2523369,-0.96267456,0.8180151,-0.92232585,0,0,WELL-00001
1.0,0.2523369,-0.9621127,0.8180151,-0.92232585,0,0,WELL-00001
1.0,0.2523369,-0.96163106,0.8180151,-0.922326,0,0,WELL-00001
1.0,0.2523369,-0.96106917,0.8180151,-0.922326,0,0,WELL-00001
1.0,0.2523369,-0.95858085,0.81801456,-0.92232645,0,0,WELL-00001
1.0,0.2523369,-0.9580992,0.8180143,-0.9223266,0,0,WELL-00001
1.0,0.2523369,-0.9533633,0.81801385,-0.9223274,0,0,WELL-00001
1.0,0.2523369,-0.952079,0.8180136,-0.9223276,0,0,WELL-00001
1.0,0.2523369,-0.9519184,0.8180136,-0.9223276,0,0,WELL-00001
1.0,0.2523369,-0.9493498,0.81801337,-0.922328,0,0,WELL-00001
1.0,0.2523369,-0.94597846,0.8180129,-0.9223286,0,0,WELL-00001
1.0,0.2523369,-0.94581795,0.8180129,-0.9223286,0,0,WELL-00001
1.0,0.2523369,-0.9443731,0.81801265,-0.92232877,0,0,WELL-00001
1.0,0.2523369,-0.9433296,0.8180124,-0.92232895,0,0,WELL-00001
1.0,0.2523369,-0.9383529,0.81801164,-0.9223297,0,0,WELL-00001
1.0,0.2523369,-0.9377107,0.81801164,-0.9223297,0,0,WELL-00001
1.0,0.2523369,-0.9380318,0.8180114,-0.92232996,0,0,WELL-00001
1.0,0.2523369,-0.9406004,0.81801116,-0.9223303,0,0,WELL-00001
1.0,0.2523369,-0.9420453,0.81801116,-0.9223303,0,0,WELL-00001
1.0,0.2523369,-0.9422058,0.81801116,-0.92233056,0,0,WELL-00001
1.0,0.2523369,-0.9425269,0.81801116,-0.92233056,0,0,WELL-00001
1.0,0.2523369,-0.9435704,0.8180109,-0.92233074,0,0,WELL-00001
1.0,0.2523369,-0.94413227,0.8180109,-0.92233074,0,0,WELL-00001
1.0,0.2523369,-0.94429284,0.8180109,-0.92233074,0,0,WELL-00001
1.0,0.2523369,-0.94742334,0.81801045,-0.9223311,0,0,WELL-00001
1.0,0.2523369,-0.9496709,0.81801045,-0.9223315,0,0,WELL-00001
1.0,0.2523369,-0.9503933,0.8180102,-0.9223315,0,0,WELL-00001
1.0,0.2523369,-0.9508749,0.8180102,-0.9223315,0,0,WELL-00001
1.0,0.2523369,-0.9526409,0.81801,-0.9223317,0,0,WELL-00001
